,Line,Client,Destination,Placement Time,Completion Time,Removal Time,Loading dtn,Removal dtn,JNPT loading,GTI loading,NSICT loading,BMCT loading,Total loading,JNPT unloading,GTI unloading,NSICT unloading,BMCT unloading,Total unloading
364,6,CONR,CGPT,2022-01-21 21:25:00,2022-01-22 04:45:00,2022-01-22 05:40:00,7.333333333333333,0.9166666666666666,0,49,3,38,90,3,18,42,27,90
365,G3,CONR,DRTA,2022-01-21 22:30:00,2022-01-22 10:45:00,2022-01-22 11:30:00,12.25,0.75,10,8,2,18,38,8,36,42,4,90
366,4,CONR,BRC,2022-01-21 23:55:00,2022-01-22 04:40:00,2022-01-22 05:20:00,4.75,0.6666666666666666,0,16,52,22,90,4,38,23,25,90
367,8,CONR,PCPK,2022-01-22 01:05:00,2022-01-22 14:00:00,2022-01-22 15:35:00,12.916666666666666,1.5833333333333333,2,10,2,4,18,2,17,36,35,90
368,5,CONR,MDDP,2022-01-22 02:15:00,2022-01-22 09:45:00,2022-01-22 11:20:00,7.5,1.5833333333333333,0,0,90,0,90,0,6,42,42,90
369,B4,CONR,DLB,2022-01-22 03:35:00,2022-01-22 21:00:00,2022-01-22 22:05:00,17.416666666666668,1.0833333333333333,0,0,0,90,90,36,26,18,10,90
370,G1,CONR,TKD,2022-01-22 04:05:00,2022-01-22 18:15:00,2022-01-22 19:20:00,14.166666666666666,1.0833333333333333,0,74,0,6,80,6,38,10,26,80
371,B3,CONR,DLB,2022-01-22 05:35:00,2022-01-22 14:30:00,2022-01-22 18:20:00,8.916666666666666,3.8333333333333335,0,0,0,90,90,0,66,0,24,90
372,G2,CONR,DRTA,2022-01-22 13:00:00,2022-01-22 22:05:00,2022-01-23 00:05:00,9.083333333333334,2.0,0,0,0,90,90,7,12,4,67,90
373,G3,CONR,ICDW,2022-01-22 17:50:00,2022-01-22 21:50:00,2022-01-22 22:45:00,4.0,0.9166666666666666,0,90,0,0,90,4,31,30,25,90
374,B1,CONR,PCPK,2022-01-22 17:00:00,2022-01-22 21:45:00,2022-01-22 22:35:00,4.75,0.8333333333333334,0,0,0,0,0,24,4,0,62,90
375,5,CONR,DER,2022-01-22 18:40:00,2022-01-22 23:40:00,2022-01-23 00:45:00,5.0,1.0833333333333333,0,16,70,4,90,0,6,59,25,90
376,B1,ADIL,NTSJ,2022-01-21 19:15:00,2022-01-22 13:30:00,2022-01-22 14:25:00,18.25,0.9166666666666666,0,0,0,90,90,6,2,10,72,90
377,2,PMLP,MKPP,2022-01-21 22:55:00,2022-01-22 19:10:00,2022-01-22 19:55:00,20.25,0.75,3,56,1,30,90,4,23,37,26,90
378,4,DLI,DLIB,2022-01-22 09:15:00,2022-01-22 15:00:00,2022-01-22 18:35:00,5.75,3.5833333333333335,0,0,90,0,90,0,68,0,10,78
379,4,CONCR,SNF,2022-01-22 23:35:00,2022-01-23 04:45:00,2022-01-23 05:55:00,5.166666666666667,1.1666666666666667,0,0,90,0,90,6,44,21,19,90
380,G2,CONCR,AKV,2022-01-23 02:40:00,2022-01-23 14:30:00,2022-01-23 15:05:00,11.833333333333334,0.5833333333333334,0,51,30,9,90,0,2,42,46,90
381,5,CONCR,DLB,2022-01-23 02:50:00,2022-01-23 10:00:00,2022-01-23 10:40:00,7.166666666666667,0.6666666666666666,0,0,90,0,90,4,19,17,50,90
382,1,CONCR,MDDP,2022-01-23 03:40:00,2022-01-23 17:50:00,2022-01-23 18:25:00,14.166666666666666,0.5833333333333334,0,42,44,4,90,90,0,0,0,90
383,8,CONCR,CPC,2022-01-23 04:15:00,2022-01-23 19:20:00,2022-01-23 20:15:00,15.083333333333334,0.9166666666666666,0,27,28,35,90,10,11,40,29,90
384,4,CONCR,PCPK,2022-01-23 07:45:00,2022-01-23 14:40:00,2022-01-23 15:25:00,6.916666666666667,0.75,0,0,90,0,90,16,43,8,23,90
385,G1,CONCR,DRTA,2022-01-23 09:05:00,2022-01-23 21:30:00,2022-01-23 22:25:00,12.416666666666666,0.9166666666666666,6,67,0,17,90,8,36,19,27,90
386,B2,CONCR,TKD,2022-01-23 12:45:00,2022-01-23 21:35:00,2022-01-23 22:30:00,8.833333333333334,0.9166666666666666,0,0,6,84,90,0,6,81,3,90
387,5,CONCR,MDDP,2022-01-23 13:35:00,2022-01-23 20:40:00,2022-01-23 21:45:00,7.083333333333333,1.0833333333333333,0,0,90,0,90,1,32,7,50,90
388,4,CONCR,PCPK,2022-01-23 17:15:00,2022-01-23 23:20:00,2022-01-24 00:20:00,6.083333333333333,1.0,2,0,88,0,90,30,20,0,40,90
389,G3,CONCR,TKD,2022-01-23 19:15:00,2022-01-23 23:55:00,2022-01-24 03:15:00,4.666666666666667,3.3333333333333335,0,90,0,0,90,5,27,26,32,90
390,B2,ADIL 57,NTSJ,2022-01-22 19:50:00,2022-01-23 02:15:00,2022-01-23 04:00:00,6.416666666666667,1.75,0,0,0,90,90,0,13,19,58,90
391,B3,DLI 30,DLIB,2022-01-22 20:45:00,2022-01-23 04:00:00,2022-01-23 05:00:00,7.25,1.0,0,0,0,90,90,0,28,44,18,90
392,G1,ADIL 58,NTSJ,2022-01-22 21:20:00,2022-01-23 03:25:00,2022-01-23 05:00:00,6.083333333333333,1.5833333333333333,0,90,0,0,90,0,66,17,7,90
393,6,GRPL12,GRFV,2022-01-22 23:55:00,2022-01-23 07:45:00,2022-01-23 09:10:00,7.833333333333333,1.4166666666666667,53,29,0,8,90,3,67,6,14,90
394,G3,PMLP 22,MKPP,2022-01-23 01:20:00,2022-01-23 16:00:00,2022-01-23 16:50:00,14.666666666666666,0.8333333333333334,0,66,2,0,68,5,30,35,20,90
395,2,DLI 31,DLIB,2022-01-23 05:50:00,2022-01-23 20:50:00,2022-01-23 22:55:00,15.0,2.0833333333333335,0,27,36,27,90,0,0,43,47,90
396,B1,ADIL 59,NTSJ,2022-01-23 10:40:00,2022-01-23 17:00:00,2022-01-23 17:25:00,6.333333333333333,0.4166666666666667,0,0,0,90,90,64,2,0,24,90
397,B3,ADIL 60,NTSJ,2022-01-23 14:20:00,2022-01-23 23:40:00,2022-01-24 02:10:00,9.333333333333334,2.5,0,0,0,90,90,0,22,6,62,90
398,5,CONR,SNF,2022-01-23 22:50:00,2022-01-24 04:30:00,2022-01-24 05:15:00,5.666666666666667,0.75,0,0,90,0,90,0,11,53,26,90
399,G3,CONR,MDDP,2022-01-24 04:25:00,2022-01-24 11:50:00,2022-01-24 12:50:00,7.416666666666667,1.0,0,90,0,0,90,3,11,52,24,90
400,B3,CONR,TKD,2022-01-24 05:15:00,2022-01-24 11:40:00,2022-01-24 12:40:00,6.416666666666667,1.0,0,0,0,90,90,0,32,42,16,90
401,5,CONR,DLB,2022-01-24 07:30:00,2022-01-24 11:30:00,2022-01-24 12:15:00,4.0,0.75,0,0,90,0,90,1,9,50,30,90
402,G1,CONR,TKD,2022-01-24 11:00:00,2022-01-24 17:45:00,2022-01-24 18:25:00,6.75,0.6666666666666666,5,85,0,0,90,6,6,65,13,90
403,G2,CONR,CGPT,2022-01-24 07:20:00,2022-01-24 20:45:00,2022-01-24 22:00:00,13.416666666666666,1.25,7,47,28,8,90,0,18,28,44,90
404,G3,CONR,BNGD,2022-01-24 14:50:00,2022-01-24 22:30:00,2022-01-24 23:30:00,7.666666666666667,1.0,0,80,0,0,80,3,18,34,25,80
405,B2,CONR,SNF,2022-01-24 07:55:00,2022-01-24 21:20:00,2022-01-24 22:20:00,13.416666666666666,1.0,30,30,17,13,90,0,0,0,80,80
406,4,CONR,DRTA,2022-01-24 17:05:00,2022-01-24 22:00:00,2022-01-24 22:55:00,4.916666666666667,0.9166666666666666,3,7,62,8,80,0,36,11,43,90
407,G1,CONR,DER,2022-01-24 21:50:00,2022-01-24 23:55:00,2022-01-25 02:30:00,2.0833333333333335,2.5833333333333335,,,,,0,,,,,0
408,G2,CRRS 10,CMCT,2022-01-23 18:05:00,2022-01-24 04:40:00,2022-01-24 06:10:00,10.583333333333334,1.5,0,50,0,10,60,0,4,27,3,34
409,6,GRPL 13,GRFV,2022-01-23 18:35:00,2022-01-24 09:30:00,2022-01-24 11:05:00,14.916666666666666,1.5833333333333333,40,12,0,38,90,2,60,25,3,90
410,B1,ADIL 62,NTSJ,2022-01-23 20:25:00,2022-01-24 07:35:00,2022-01-24 08:00:00,11.166666666666666,0.4166666666666667,0,24,0,66,90,6,80,0,4,90
411,8,NCP 31,NTSJ,2022-01-23 21:45:00,2022-01-24 10:15:00,2022-01-24 11:55:00,12.5,1.6666666666666667,42,0,38,0,80,3,23,18,36,80
412,G1,ADIL 61,NTSJ,2022-01-23 23:25:00,2022-01-24 06:30:00,2022-01-24 08:25:00,7.083333333333333,1.9166666666666667,0,90,0,0,90,2,50,0,38,90
413,4,NCP 30,NTSJ,2022-01-24 01:30:00,2022-01-24 07:30:00,2022-01-24 09:00:00,6.0,1.5,0,0,90,0,90,0,20,68,2,90
414,2,DLI  32,MLSW,2022-01-24 03:10:00,2022-01-24 15:10:00,2022-01-24 17:10:00,12.0,2.0,0,22,68,0,90,0,10,56,24,90
415,4,NCP 32,NTSJ,2022-01-24 10:05:00,2022-01-24 14:45:00,2022-01-24 15:35:00,4.666666666666667,0.8333333333333334,0,0,90,0,90,0,60,20,10,90
416,5,CRRS11,CMCT,2022-01-24 13:25:00,2022-01-24 17:40:00,2022-01-24 18:20:00,4.25,0.6666666666666666,0,4,76,0,80,0,9,51,20,80
417,1,PMLP,MATP,2022-01-23 20:15:00,2022-01-24 23:15:00,2022-01-25 01:05:00,3.0,1.8333333333333333,8,35,9,38,90,1,31,28,30,90
418,5,ADIL63,NTSJ,2022-01-24 19:50:00,2022-01-24 23:50:00,2022-01-25 02:50:00,4.0,3.0,4,0,86,0,90,0,8,10,72,90
419,6,CONR,PCPK,2022-01-24 23:25:00,2022-01-25 05:30:00,2022-01-25 08:45:00,6.083333333333333,3.25,4,22,42,22,90,3,39,19,29,90
420,G2,CONR,DRTA,2022-01-25 01:15:00,2022-01-25 08:40:00,2022-01-25 10:25:00,7.416666666666667,1.75,0,0,41,13,54,7,32,1,50,90
421,G3,CONR,BRC,2022-01-25 02:00:00,2022-01-25 12:00:00,2022-01-25 13:10:00,10.0,1.1666666666666667,7,37,33,13,90,10,37,26,15,88
422,5,CONR,CPFS,2022-01-25 05:40:00,2022-01-25 11:30:00,2022-01-25 12:15:00,5.833333333333333,0.75,0,0,90,0,90,0,0,58,32,90
423,B4,CONR,DER,2022-01-25 07:20:00,2022-01-25 16:50:00,2022-01-25 17:35:00,9.5,0.75,20,0,3,67,90,0,27,26,37,90
424,8,CONR,TKD,2022-01-25 08:20:00,2022-01-25 17:30:00,2022-01-25 18:15:00,9.166666666666666,0.75,76,4,7,3,90,90,0,0,0,90
425,4,CONR,SNF,2022-01-25 13:40:00,2022-01-25 18:00:00,2022-01-25 18:45:00,4.333333333333333,0.75,0,0,90,0,90,2,20,48,20,90
426,B1,CONR,DLB,2022-01-25 16:00:00,2022-01-25 20:45:00,2022-01-25 21:45:00,4.75,1.0,0,8,0,82,90,0,71,9,10,90
427,G1,CONR,SNF,2022-01-25 17:10:00,2022-01-25 21:30:00,2022-01-25 22:45:00,4.333333333333333,1.25,0,90,0,0,90,0,40,44,6,90
428,5,CONR,DLB,2022-01-25 14:40:00,2022-01-25 23:25:00,2022-01-26 01:10:00,8.75,1.75,0,0,90,0,90,10,37,13,26,86
429,G3,CONR,MDDP,2022-01-25 14:10:00,2022-01-25 23:25:00,2022-01-26 02:00:00,9.25,2.5833333333333335,12,42,28,8,90,2,26,39,13,80
430,G2,CONR,SNF,2022-01-25 21:50:00,2022-01-25 23:50:00,2022-01-26 04:20:00,2.0,4.5,0,90,0,0,90,0,44,37,9,90
431,6,CONR,MLAR,2022-01-25 15:10:00,2022-01-25 23:55:00,,8.75,,15,51,18,6,90,2,22,36,30,90
432,4,CRRS,CMCT,2022-01-24 23:55:00,2022-01-25 04:25:00,2022-01-25 05:50:00,4.5,1.4166666666666667,0,0,80,0,80,0,8,27,9,44
433,G1,PMLP,MDCC,2022-01-25 09:50:00,2022-01-25 14:45:00,2022-01-25 15:35:00,4.916666666666667,0.8333333333333334,0,0,0,0,0,3,23,23,41,90
434,1,HTPL,JUI,2022-01-25 10:10:00,2022-01-25 21:15:00,2022-01-25 22:35:00,11.083333333333334,1.3333333333333333,0,20,9,47,76,0,2,88,0,90
435,G2,ADIL,NTSJ,2022-01-25 11:30:00,2022-01-25 18:25:00,2022-01-25 19:40:00,6.916666666666667,1.25,0,82,2,6,90,36,3,20,31,90
436,2,ADIL,NTSJ,2022-01-25 12:05:00,2022-01-25 23:30:00,2022-01-26 04:00:00,11.416666666666666,4.5,24,0,66,0,90,90,0,0,0,90
437,8,CONCR,PCPK,2022-01-25 19:35:00,2022-01-26 07:00:00,2022-01-26 08:00:00,11.416666666666666,1.0,1,7,41,1,50,34,13,2,41,90
438,G1,CONCR,SNF,2022-01-25 23:55:00,2022-01-26 08:30:00,2022-01-26 09:20:00,8.583333333333334,0.8333333333333334,0,80,0,0,80,23,12,45,0,80
439,B1,CONCR,MB,2022-01-26 04:35:00,2022-01-26 18:45:00,2022-01-26 19:50:00,14.166666666666666,1.0833333333333333,4,0,0,78,82,4,23,41,22,90
440,G2,CONCR,TKD,2022-01-26 12:50:00,2022-01-26 21:45:00,2022-01-26 22:20:00,8.916666666666666,0.5833333333333334,0,90,0,0,90,6,29,32,23,90
441,B2,CONCR,DRTA,2022-01-26 13:15:00,2022-01-26 21:20:00,2022-01-26 22:10:00,8.083333333333334,0.8333333333333334,12,0,2,76,90,4,47,25,14,90
442,5,CONCR,DLB,2022-01-26 17:20:00,2022-01-26 22:30:00,2022-01-26 23:15:00,5.166666666666667,0.75,0,0,80,0,80,0,17,23,40,80
443,4,CONCR,JAB,2022-01-26 19:50:00,2022-01-26 23:50:00,2022-01-27 02:20:00,4.0,2.5,2,0,72,6,80,0,6,52,4,62
444,B4,ADIL 67,NTSJ,2022-01-25 19:45:00,2022-01-26 14:00:00,2022-01-26 14:55:00,18.25,0.9166666666666666,0,18,36,22,76,56,8,2,24,90
445,4,DLI 33,DLIB,2022-01-25 20:30:00,2022-01-26 03:15:00,2022-01-26 05:30:00,6.75,2.25,0,0,80,0,80,17,20,12,31,80
446,1,ADIL 66,HTSD,2022-01-25 23:45:00,2022-01-26 06:00:00,2022-01-26 06:50:00,6.25,0.8333333333333334,0,0,0,0,0,0,72,8,10,90
447,5,GRPL 14,GRFV,2022-01-26 03:00:00,2022-01-26 12:25:00,2022-01-26 13:15:00,9.416666666666666,0.8333333333333334,40,6,7,37,90,1,74,2,13,90
448,2,DLI 34,DLIB,2022-01-26 05:25:00,2022-01-26 16:10:00,2022-01-26 17:20:00,10.75,1.1666666666666667,0,30,24,36,90,19,22,38,11,90
449,6,PMLP 25,MKPP,2022-01-26 07:50:00,2022-01-26 18:20:00,2022-01-26 18:50:00,10.5,0.5,13,13,13,41,80,2,68,5,5,80
450,4,DLI 35,DLIB,2022-01-26 09:45:00,2022-01-26 17:30:00,2022-01-26 18:35:00,7.75,1.0833333333333333,0,0,90,0,90,0,22,43,25,90
451,G1,DLI 36,DLIB,2022-01-26 14:30:00,2022-01-26 23:55:00,2022-01-27 02:40:00,9.416666666666666,2.75,0,90,0,0,90,0,90,0,0,90
452,8,CONCR,BNGD,2022-01-26 17:45:00,2022-01-27 08:00:00,2022-01-27 08:50:00,14.25,0.8333333333333334,36,30,24,0,90,1,47,15,27,90
453,6,CONCR,BRC,2022-01-26 20:15:00,2022-01-27 08:30:00,2022-01-27 10:00:00,12.25,1.5,48,9,11,22,90,49,5,14,22,90
454,B2,CONCR,TKD,2022-01-26 23:35:00,2022-01-27 07:50:00,2022-01-27 08:00:00,8.25,0.16666666666666666,22,0,1,57,80,2,26,20,32,80
455,G2,CONCR,TKD,2022-01-26 23:40:00,2022-01-27 04:50:00,2022-01-27 05:45:00,5.166666666666667,0.9166666666666666,0,90,0,0,90,2,34,26,28,90
456,G1,CONCR,DLB,2022-01-27 03:45:00,2022-01-27 10:45:00,2022-01-27 12:00:00,7.0,1.25,0,90,0,0,90,1,14,51,24,90
457,4,CONCR,PCPK,2022-01-27 05:20:00,2022-01-27 13:15:00,2022-01-27 14:10:00,7.916666666666667,0.9166666666666666,0,6,84,0,90,2,70,0,8,80
458,B4,CONCR,KHDB,2022-01-27 05:55:00,2022-01-27 21:35:00,2022-01-27 22:15:00,15.666666666666666,0.6666666666666666,28,6,10,46,90,0,0,0,90,90
459,G2,CONCR,DRTA,2022-01-27 07:25:00,2022-01-27 12:45:00,2022-01-27 14:05:00,5.333333333333333,1.3333333333333333,0,90,0,0,90,0,16,55,19,90
460,G3,CONCR,CPC,2022-01-27 08:00:00,2022-01-27 18:00:00,2022-01-27 18:55:00,10.0,0.9166666666666666,3,53,24,10,90,29,22,14,25,90
461,G1,CONCR,TKD,2022-01-27 13:15:00,2022-01-27 21:30:00,2022-01-27 22:30:00,8.25,1.0,20,70,0,0,90,28,47,8,7,90
462,G2,CONCR,DER,2022-01-27 15:25:00,2022-01-27 23:50:00,2022-01-28 02:20:00,8.416666666666666,2.5,11,77,2,0,90,10,44,19,17,90
463,1,DLI 37,MLSW,2022-01-26 16:40:00,2022-01-27 06:00:00,2022-01-27 06:45:00,13.333333333333334,0.75,0,13,61,6,80,0,2,38,40,80
464,2,ADIL 70,NTSJ,2022-01-26 21:30:00,2022-01-27 23:30:00,2022-01-28 01:45:00,2.0,2.25,4,0,86,0,90,0,37,44,9,90
465,5,KRIL06,MRWN,2022-01-26 23:55:00,2022-01-27 09:00:00,2022-01-27 09:50:00,9.083333333333334,0.8333333333333334,0,0,90,0,90,0,34,10,46,90
466,B1,NCP34,NTSJ,2022-01-27 01:55:00,2022-01-27 10:50:00,2022-01-27 11:45:00,8.916666666666666,0.9166666666666666,0,0,0,90,90,0,24,37,19,80
467,B3,ADIL 68,NTSJ,2022-01-27 04:00:00,2022-01-27 16:15:00,2022-01-27 17:15:00,12.25,1.0,0,0,0,90,90,0,4,0,86,90
468,1,GRPL 15,GRFV,2022-01-27 08:30:00,2022-01-27 23:40:00,2022-01-28 03:10:00,15.166666666666666,3.5,24,30,4,32,90,12,49,18,11,90
469,5,NCP 35,NTSJ,2022-01-27 12:45:00,2022-01-27 17:00:00,2022-01-27 17:40:00,4.25,0.6666666666666666,0,0,90,0,90,1,1,36,52,90
470,B1,ADIL 69,NTSJ,2022-01-27 14:50:00,2022-01-27 23:15:00,2022-01-28 03:10:00,8.416666666666666,3.9166666666666665,0,0,0,90,90,0,0,0,0,0
471,4,NCP 36,NTSJ,2022-01-27 15:55:00,2022-01-27 20:00:00,2022-01-27 20:45:00,4.083333333333333,0.75,0,0,90,0,90,0,58,18,14,90
472,8,CONCR,CGPT,2022-01-27 09:55:00,2022-01-28 08:30:00,2022-01-28 09:25:00,22.583333333333332,0.9166666666666666,3,31,34,22,90,2,70,10,8,90
473,B2,CONCR,DRTA,2022-01-27 10:00:00,2022-01-28 03:15:00,2022-01-28 04:30:00,17.25,1.25,10,30,17,25,82,3,13,54,20,90
474,6,CONCR,AKV,2022-01-27 11:55:00,2022-01-28 04:45:00,2022-01-28 05:30:00,16.833333333333332,0.75,16,28,38,8,90,2,30,51,7,90
475,G1,CONCR,DRTA,2022-01-27 23:55:00,2022-01-28 12:50:00,2022-01-28 13:55:00,12.916666666666666,1.0833333333333333,0,90,0,0,90,4,74,4,6,88
476,B4,CONCR,BRC,2022-01-28 00:50:00,2022-01-28 07:10:00,2022-01-28 07:55:00,6.333333333333333,0.75,0,0,0,90,90,0,33,38,19,90
477,G2,CONCR,DLB,2022-01-28 03:50:00,2022-01-28 17:00:00,2022-01-28 17:40:00,13.166666666666666,0.6666666666666666,5,74,1,0,80,19,34,11,26,90
478,B1,CONCR,BRC,2022-01-28 04:30:00,2022-01-28 15:50:00,2022-01-28 16:55:00,11.333333333333334,1.0833333333333333,1,0,1,88,90,2,37,44,7,90
479,1,CONCR,MDDP,2022-01-28 05:05:00,2022-01-28 14:40:00,2022-01-28 16:00:00,9.583333333333334,1.3333333333333333,22,23,33,12,90,2,26,32,30,90
480,B2,CONCR,BNGD,2022-01-28 06:15:00,2022-01-28 19:00:00,2022-01-28 19:45:00,12.75,0.75,0,0,0,90,90,9,24,13,44,90
481,4,CONCR,TKD,2022-01-28 14:00:00,2022-01-28 22:15:00,2022-01-28 22:45:00,8.25,0.5,18,4,68,0,90,2,4,84,0,90
482,5,CONCR,SNF,2022-01-28 18:25:00,2022-01-28 23:50:00,2022-01-29 01:20:00,5.416666666666667,1.5,1,0,89,0,90,40,28,11,11,90
483,G3,CONCR,DRTA,2022-01-28 16:30:00,2022-01-28 23:55:00,2022-01-29 02:00:00,7.416666666666667,2.0833333333333335,,90,0,0,90,4,14,45,27,90
484,5,GRPL,GRFV,2022-01-27 19:30:00,2022-01-28 14:30:00,2022-01-28 15:20:00,19.0,0.8333333333333334,30,30,5,25,90,2,41,19,28,90
485,G3,ADIL,NTSJ,2022-01-27 20:15:00,2022-01-28 09:45:00,2022-01-28 10:30:00,13.5,0.75,0,57,33,0,90,0,90,0,0,90
486,B3,ADIL,NTSJ,2022-01-27 20:50:00,2022-01-28 13:00:00,2022-01-28 13:55:00,16.166666666666668,0.9166666666666666,0,0,0,90,90,0,41,10,39,90
487,4,CRRS,CMCT,2022-01-28 01:40:00,2022-01-28 06:40:00,2022-01-28 07:25:00,5.0,0.75,0,0,90,0,90,0,45,6,9,60
488,6,ADIL,NTSJ,2022-01-28 07:20:00,2022-01-28 19:40:00,2022-01-28 20:20:00,12.333333333333334,0.6666666666666666,4,44,42,0,90,0,59,31,0,90
489,B4,PMLP,MKPP,2022-01-28 11:55:00,2022-01-28 23:30:00,2022-01-29 00:35:00,11.583333333333334,1.0833333333333333,0,0,0,80,80,3,25,30,22,80
490,B1,CONR,DER,2022-01-28 17:55:00,2022-01-29 05:00:00,2022-01-29 05:30:00,11.083333333333334,0.5,8,2,30,50,90,14,60,0,16,90
491,G1,CONR,SNF,2022-01-28 22:05:00,2022-01-29 05:20:00,2022-01-29 06:00:00,7.25,0.6666666666666666,0,90,0,0,90,0,87,1,2,90
492,B2,CONR,CPFS,2022-01-29 03:40:00,2022-01-29 07:45:00,2022-01-29 08:40:00,4.083333333333333,0.9166666666666666,0,0,0,90,90,0,6,42,42,90
493,5,CONR,MDDP,2022-01-29 05:10:00,2022-01-29 14:00:00,2022-01-29 15:20:00,8.833333333333334,1.3333333333333333,0,18,71,1,90,0,36,42,12,90
494,G2,CONR,SNF,2022-01-29 07:55:00,2022-01-29 14:20:00,2022-01-29 15:30:00,6.416666666666667,1.1666666666666667,5,85,0,0,90,0,25,8,29,62
495,4,CONR,SNF,2022-01-29 09:20:00,2022-01-29 15:40:00,2022-01-29 17:25:00,6.333333333333333,1.75,0,0,90,0,90,2,1,67,20,90
496,B2,CONR,PCPK,2022-01-29 10:25:00,2022-01-29 16:50:00,2022-01-29 17:30:00,6.416666666666667,0.6666666666666666,0,0,0,90,90,54,21,15,0,90
497,G3,CONR,DRT,2022-01-29 11:20:00,2022-01-29 20:00:00,2022-01-29 20:40:00,8.666666666666666,0.6666666666666666,0,90,0,0,90,0,21,24,45,90
498,1,CONR,AKV,2022-01-29 15:15:00,2022-01-29 23:55:00,2022-01-30 02:55:00,8.666666666666666,3.0,40,23,7,20,90,3,46,35,6,90
499,5,CONR,BRC,2022-01-29 16:45:00,2022-01-29 23:15:00,2022-01-30 00:05:00,6.5,0.8333333333333334,11,5,46,28,90,10,27,32,21,90
500,G2,CONR,CPC,2022-01-29 19:10:00,2022-01-29 23:40:00,2022-01-30 02:10:00,4.5,2.5,1,86,2,1,90,2,18,51,1,72
501,B3,ADIL,NTSJ,2022-01-28 15:10:00,2022-01-29 14:30:00,2022-01-29 15:15:00,23.333333333333332,0.75,0,21,30,39,90,0,0,7,83,90
502,1,NCP,NTSJ,2022-01-28 20:00:00,2022-01-29 11:10:00,2022-01-29 11:45:00,15.166666666666666,0.5833333333333334,9,0,81,0,90,38,46,4,2,90
503,8,DLI,DLIB,2022-01-28 23:40:00,2022-01-29 11:00:00,2022-01-29 11:25:00,11.333333333333334,0.4166666666666667,32,15,7,36,90,0,10,47,33,90
504,4,NCP,NTSJ,2022-01-29 01:15:00,2022-01-29 07:00:00,2022-01-29 07:40:00,5.75,0.6666666666666666,0,0,90,0,90,0,18,27,45,90
505,B4,NCP,NTSJ,2022-01-29 06:40:00,2022-01-29 18:50:00,2022-01-29 19:45:00,12.166666666666666,0.9166666666666666,0,0,0,80,80,40,6,20,14,80
506,G1,ADIL,NTSJ,2022-01-29 12:20:00,2022-01-29 23:30:00,2022-01-30 00:45:00,11.166666666666666,1.25,0,34,56,0,90,0,85,4,1,90
507,B1,PMLP,MKPP,2022-01-29 13:40:00,2022-01-29 23:50:00,2022-01-30 01:15:00,10.166666666666666,1.4166666666666667,4,22,2,52,80,4,48,16,12,80
508,B2,CONCR,DRT,2022-01-29 20:00:00,2022-01-30 17:50:00,2022-01-30 18:20:00,21.833333333333332,0.5,9,17,27,35,88,0,14,43,33,90
509,5,CONCR,DLB,2022-01-30 01:20:00,2022-01-30 07:10:00,2022-01-30 08:40:00,5.833333333333333,1.5,4,6,80,0,90,2,23,21,44,90
510,G3,CONCR,DER,2022-01-30 01:55:00,2022-01-30 14:40:00,2022-01-30 15:15:00,12.75,0.5833333333333334,8,46,16,20,90,2,36,52,0,90
511,4,CONCR,PCPK,2022-01-30 06:00:00,2022-01-30 11:55:00,2022-01-30 12:35:00,5.916666666666667,0.6666666666666666,0,24,66,0,90,3,32,37,18,90
512,G1,CONCR,CPFS,2022-01-30 07:20:00,2022-01-30 12:40:00,2022-01-30 13:30:00,5.333333333333333,0.8333333333333334,0,90,0,0,90,0,0,0,0,0
513,G2,CONCR,SNF,2022-01-30 12:30:00,2022-01-30 18:10:00,2022-01-30 18:45:00,5.666666666666667,0.5833333333333334,0,80,0,0,80,0,36,19,25,80
514,4,CONCR,PCPK,2022-01-30 13:50:00,2022-01-30 20:30:00,2022-01-30 21:20:00,6.666666666666667,0.8333333333333334,10,10,70,0,90,2,25,32,31,90
515,B3,CONCR,SNF,2022-01-30 15:55:00,2022-01-30 23:40:00,2022-01-31 01:25:00,7.75,1.75,0,0,0,90,90,0,17,50,23,90
516,G1,CONCR,DLB,2022-01-30 17:15:00,2022-01-30 23:45:00,2022-01-31 00:55:00,6.5,1.1666666666666667,18,60,0,12,90,4,41,1,44,90
517,G3,CONCR,DRT,2022-01-30 18:00:00,2022-01-30 23:55:00,2022-01-31 02:55:00,5.916666666666667,3.0,0,60,0,0,60,6,16,34,34,90
518,B3,GRPL17,GRFV,2022-01-29 16:10:00,2022-01-30 11:30:00,2022-01-30 12:30:00,19.333333333333332,1.0,9,30,0,51,90,0,39,8,25,72
519,4,ADIL 75,NTSJ,2022-01-29 20:50:00,2022-01-30 04:15:00,2022-01-30 05:00:00,7.416666666666667,0.75,0,0,90,0,90,1,31,25,33,90
520,B4,ADIL 76,NTSJ,2022-01-29 21:55:00,2022-01-30 06:00:00,2022-01-30 06:45:00,8.083333333333334,0.75,0,0,0,90,90,0,58,6,26,90
521,6,DLI 39,KPFP,2022-01-29 23:05:00,2022-01-30 08:00:00,2022-01-30 08:50:00,8.916666666666666,0.8333333333333334,0,0,50,0,50,0,44,18,28,90
522,8,ADIL 78,NTSJ,2022-01-29 23:50:00,2022-01-30 20:15:00,2022-01-30 20:40:00,20.416666666666668,0.4166666666666667,0,30,60,0,90,1,45,26,18,90
523,B1,PMLP 28,MKPP,2022-01-30 04:00:00,2022-01-30 21:20:00,2022-01-30 22:10:00,17.333333333333332,0.8333333333333334,2,4,2,62,70,8,34,21,27,90
